id,age,sex,profession,zip-code
254,44,M,educator,42647
295,31,M,educator,50325
297,29,F,educator,98103
302,42,M,educator,77904
310,37,M,educator,91711
315,31,M,educator,18301
321,49,F,educator,55413
329,48,M,educator,1720
330,35,F,educator,33884
351,61,M,educator,49938
358,40,M,educator,10022
406,52,M,educator,93109
411,34,M,educator,44691
412,25,M,educator,15222
413,55,M,educator,78212
415,39,M,educator,85711
420,53,M,educator,2140
426,55,M,educator,1602
446,57,M,educator,60201
450,35,F,educator,11758
469,60,M,educator,78628
479,30,M,educator,55409
485,44,F,educator,95821
486,39,M,educator,93101
492,57,M,educator,94618
524,56,M,educator,2159
535,45,F,educator,80302
547,50,M,educator,14534
553,58,M,educator,62901
555,29,F,educator,23227
556,35,F,educator,30606
568,39,M,educator,1915
569,34,M,educator,91903
570,26,M,educator,14627
572,51,M,educator,20003
574,56,M,educator,53188
579,32,M,educator,48103
590,50,M,educator,82435
593,31,F,educator,68767
604,39,M,educator,11787
612,36,M,educator,79070
614,54,M,educator,80227
615,38,M,educator,27705
623,50,F,educator,60187
636,47,M,educator,48043
647,40,M,educator,45810
656,48,M,educator,10314
659,31,M,educator,54248
673,51,M,educator,22906
678,50,M,educator,61462
686,32,M,educator,26506
691,34,M,educator,60089
703,26,M,educator,49512
731,41,F,educator,70403
740,25,F,educator,22206
755,44,F,educator,97007
764,27,F,educator,62903
791,31,M,educator,20064
794,32,M,educator,57197
804,39,M,educator,61820
811,40,F,educator,73013
858,63,M,educator,9645
878,50,F,educator,98027
894,47,M,educator,74075
903,28,M,educator,20850
909,50,F,educator,53171
931,60,M,educator,33556
932,58,M,educator,6437
937,48,M,educator,98072
105,24,M,engineer,94043
111,57,M,engineer,90630
115,31,M,engineer,17110
133,53,M,engineer,78602
148,33,M,engineer,97006
157,57,M,engineer,70808
208,43,M,engineer,1720
210,39,M,engineer,3060
216,22,M,engineer,2215
233,38,M,engineer,98682
247,28,M,engineer,20770
252,42,M,engineer,7733
267,23,M,engineer,83716
268,24,M,engineer,19422
271,51,M,engineer,22932
275,38,M,engineer,92064
290,40,M,engineer,93550
340,46,M,engineer,80123
343,43,M,engineer,30093
364,63,M,engineer,1810
371,36,M,engineer,99206
380,32,M,engineer,55117
382,45,M,engineer,1824
396,57,M,engineer,94551
402,30,M,engineer,95129
407,29,M,engineer,3261
435,24,M,engineer,60007
467,29,M,engineer,91201
468,28,M,engineer,2341
487,22,M,engineer,92121
493,22,M,engineer,60090
495,29,M,engineer,3052
522,36,M,engineer,55443
530,29,M,engineer,94040
536,38,M,engineer,30078
537,36,M,engineer,22902
540,28,M,engineer,91201
561,23,M,engineer,60005
583,44,M,engineer,29631
605,33,M,engineer,33716
627,24,M,engineer,8034
638,45,M,engineer,1940
648,43,M,engineer,91351
650,42,M,engineer,83814
664,30,M,engineer,94115
692,34,M,engineer,18053
714,26,M,engineer,55343
746,25,M,engineer,19047
767,70,M,engineer,0
785,32,M,engineer,23322
786,36,F,engineer,1754
821,37,M,engineer,77845
825,44,M,engineer,5452
827,23,F,engineer,80228
844,22,M,engineer,95662
848,46,M,engineer,2146
882,35,M,engineer,40503
884,44,M,engineer,55337
934,61,M,engineer,22902
179,15,M,entertainment,20755
255,23,M,entertainment,7029
331,33,M,entertainment,91344
375,17,M,entertainment,37777
387,33,M,entertainment,37412
422,26,M,entertainment,94533
432,22,M,entertainment,50311
448,23,M,entertainment,10021
567,24,M,entertainment,10003
721,24,F,entertainment,11238
839,38,F,entertainment,90814
915,50,M,entertainment,60614
926,49,M,entertainment,1701
93,48,M,executive,23112
98,49,F,executive,90291
100,36,M,executive,90254
113,47,M,executive,95032
181,26,M,executive,21218
186,39,F,executive,0
213,33,M,executive,55345
227,46,M,executive,60659
250,29,M,executive,95110
265,26,M,executive,84601
284,40,M,executive,92629
298,44,M,executive,1581
335,45,M,executive,33775
357,26,M,executive,98133
374,36,M,executive,78746
474,51,M,executive,93711
546,36,M,executive,22911
559,69,M,executive,10022
576,48,M,executive,98281
653,31,M,executive,55105
723,26,M,executive,94403
724,31,M,executive,40243
728,58,M,executive,94306
769,39,M,executive,6927
775,46,M,executive,90036
835,44,F,executive,11577
862,25,M,executive,13820
871,31,M,executive,44648
116,40,M,healthcare,97232
164,47,M,healthcare,80123
170,53,F,healthcare,30067
401,46,F,healthcare,84107
405,22,F,healthcare,10019
463,48,F,healthcare,75218
520,62,M,healthcare,12603
607,49,F,healthcare,2154
630,26,F,healthcare,55408
655,50,F,healthcare,60657
687,31,F,healthcare,27713
693,43,F,healthcare,85210
735,29,F,healthcare,85719
807,41,F,healthcare,93555
910,28,M,healthcare,29301
356,32,F,homemaker,92688
362,35,F,homemaker,85233
708,26,F,homemaker,96349
722,50,F,homemaker,17331
898,23,M,homemaker,61755
125,30,M,lawyer,22202
126,28,F,lawyer,20015
161,50,M,lawyer,55104
205,47,M,lawyer,6371
339,35,M,lawyer,37901
365,29,M,lawyer,20009
419,37,M,lawyer,43215
444,51,F,lawyer,53202
589,21,M,lawyer,90034
680,33,M,lawyer,90405
846,27,M,lawyer,47130
121,54,M,librarian,99603
147,40,F,librarian,2143
184,37,M,librarian,76013
185,53,F,librarian,97403
204,52,F,librarian,10960
214,26,F,librarian,11231
220,30,M,librarian,78205
229,29,F,librarian,22903
231,48,M,librarian,1080
253,26,F,librarian,22903
269,31,F,librarian,43201
278,37,F,librarian,30033
280,30,F,librarian,22903
334,32,M,librarian,30002
338,39,F,librarian,59717
344,30,F,librarian,94117
345,28,F,librarian,94143
354,29,F,librarian,48197
449,23,M,librarian,55021
516,53,F,librarian,10021
527,33,M,librarian,12180
533,43,M,librarian,2324
563,39,F,librarian,32707
585,69,M,librarian,98501
591,57,F,librarian,92093
611,46,M,librarian,77008
639,42,F,librarian,12065
662,55,M,librarian,19102
667,35,M,librarian,1970
683,42,M,librarian,23509
685,32,F,librarian,55409
701,51,F,librarian,56321
704,51,F,librarian,91105
707,56,F,librarian,19146
754,59,F,librarian,62901
776,30,M,librarian,51157
818,28,M,librarian,27514
822,29,F,librarian,53144
828,28,M,librarian,85282
843,35,M,librarian,44212
855,53,M,librarian,4988
883,49,M,librarian,50266
895,31,F,librarian,32301
906,45,M,librarian,70124
908,44,F,librarian,68504
942,48,F,librarian,78209
128,24,F,marketing,20009
129,36,F,marketing,7039
149,35,F,marketing,17325
172,55,M,marketing,22207
207,39,M,marketing,92037
288,34,M,marketing,23226
313,41,M,marketing,60035
424,36,F,marketing,55422
431,24,M,marketing,92629
508,27,M,marketing,19382
515,53,M,marketing,49508
526,30,M,marketing,97124
575,33,M,marketing,46032
598,40,F,marketing,43085
613,37,F,marketing,29678
681,44,F,marketing,97208
744,35,M,marketing,47024
783,30,M,marketing,77081
806,27,M,marketing,11217
809,50,F,marketing,30803
856,43,F,marketing,97215
881,39,M,marketing,43017
127,33,M,none,73439
130,20,M,none,60115
256,35,F,none,39042
289,11,M,none,94619
418,55,F,none,21206
628,13,M,none,94306
657,26,F,none,78704
756,30,F,none,90247
109,29,M,other,55423
120,47,F,other,6260
132,24,M,other,94612
136,51,M,other,97365
142,13,M,other,48118
155,32,F,other,11217
165,20,F,other,53715
168,48,M,other,80127
169,52,F,other,53705
173,56,M,other,22306
178,26,M,other,49512
217,22,M,other,11727
273,50,F,other,10016
306,45,M,other,73132
312,48,M,other,2110
316,43,F,other,77009
342,25,F,other,98006
346,34,M,other,76059
360,51,M,other,98027
373,24,F,other,55116
376,28,F,other,10010
388,31,M,other,36106
395,43,M,other,44092
398,40,M,other,60008
399,25,M,other,92374
403,37,M,other,6811
417,27,F,other,48103
423,64,M,other,91606
437,27,F,other,20009
440,30,M,other,48076
454,57,M,other,97330
460,44,F,other,60630
465,32,M,other,5001
478,29,M,other,10019
489,55,M,other,45218
505,27,F,other,20657
510,34,M,other,98038
512,29,M,other,20090
519,22,M,other,55320
544,44,F,other,29464
552,45,M,other,68147
581,37,M,other,94131
587,26,M,other,14216
597,23,M,other,84116
602,47,F,other,34656
608,22,M,other,10003
629,46,F,other,44224
635,22,M,other,23237
637,30,M,other,74101
652,35,M,other,22911
663,26,M,other,19341
669,37,M,other,20009
675,34,M,other,28814
677,20,M,other,99835
689,25,M,other,45439
696,55,M,other,94920
697,25,M,other,77042
699,44,M,other,96754
702,37,M,other,89104
713,42,F,other,7204
732,28,F,other,98405
733,44,F,other,60630
734,25,F,other,63108
747,19,M,other,93612
749,33,M,other,80919
751,24,F,other,90034
760,35,F,other,14211
766,42,M,other,10960
789,29,M,other,55420
797,44,F,other,62522
805,27,F,other,20009
810,55,F,other,80526
814,30,M,other,12345
815,32,M,other,28806
816,34,M,other,20755
824,31,M,other,15017
831,21,M,other,33765
834,26,M,other,64153
851,18,M,other,29646
859,18,F,other,6492
866,45,M,other,60302
876,41,M,other,20902
877,30,M,other,77504
885,30,F,other,95316
892,36,M,other,45243
897,30,M,other,33484
899,32,M,other,55116
905,27,M,other,30350
907,25,F,other,80526
912,51,M,other,6512
914,44,F,other,8105
919,25,M,other,14216
924,29,M,other,11753
936,24,M,other,32789
102,38,M,programmer,30220
114,27,M,programmer,75013
119,32,M,programmer,67401
134,31,M,programmer,80236
141,49,M,programmer,36117
144,53,M,programmer,20910
160,27,M,programmer,66215
177,20,M,programmer,19104
182,36,M,programmer,33884
200,40,M,programmer,93402
215,35,M,programmer,63033
219,32,M,programmer,43212
222,29,M,programmer,27502
263,41,M,programmer,55346
279,33,M,programmer,85251
283,28,M,programmer,55305
285,25,M,programmer,53713
292,35,F,programmer,94703
300,26,F,programmer,55106
305,23,M,programmer,94086
319,38,M,programmer,22030
352,37,F,programmer,55105
379,44,M,programmer,98117
384,52,M,programmer,45218
404,29,F,programmer,55108
414,24,M,programmer,38115
421,38,F,programmer,55105
470,24,M,programmer,10021
475,30,M,programmer,75230
499,42,M,programmer,75006
506,46,M,programmer,3869
514,27,M,programmer,20707
551,25,M,programmer,55414
595,25,M,programmer,31909
600,34,M,programmer,2320
603,21,M,programmer,47905
606,28,M,programmer,63044
622,25,M,programmer,14850
625,27,M,programmer,20723
633,35,M,programmer,55414
645,27,M,programmer,53211
658,33,M,programmer,92626
661,28,M,programmer,98121
671,21,M,programmer,91919
676,30,M,programmer,32712
682,23,M,programmer,55128
694,60,M,programmer,6365
698,28,F,programmer,6906
737,30,M,programmer,98072
743,31,M,programmer,92660
777,63,M,programmer,1810
780,49,M,programmer,94560
792,40,M,programmer,12205
795,30,M,programmer,8610
800,25,M,programmer,55337
830,46,M,programmer,53066
864,27,M,programmer,63021
868,21,M,programmer,55303
927,23,M,programmer,55428
106,61,M,retired,55125
234,60,M,retired,94702
308,60,M,retired,95076
318,65,M,retired,6518
349,68,M,retired,61455
480,57,M,retired,98257
481,73,M,retired,37771
564,65,M,retired,94591
573,68,M,retired,48911
644,51,M,retired,63645
651,65,M,retired,2903
752,60,M,retired,21201
860,70,F,retired,48322
900,60,M,retired,18505
112,30,M,salesman,60613
211,66,M,salesman,32605
287,21,M,salesman,31211
336,23,M,salesman,42101
386,36,M,salesman,43221
443,35,M,salesman,33308
457,33,F,salesman,30011
531,30,F,salesman,97408
690,35,M,salesman,63304
753,56,M,salesman,91206
808,45,M,salesman,90016
925,18,F,salesman,49036
107,39,M,scientist,60466
175,26,F,scientist,21911
176,28,M,scientist,7030
183,33,M,scientist,27708
195,42,M,scientist,93555
232,45,M,scientist,99709
272,33,M,scientist,53706
309,40,M,scientist,70802
337,37,M,scientist,10522
353,25,M,scientist,28480
430,38,M,scientist,98199
483,29,M,scientist,43212
538,31,M,scientist,21010
543,33,M,scientist,95123
549,42,M,scientist,45680
554,32,M,scientist,62901
616,55,M,scientist,50613
626,23,M,scientist,19807
643,39,M,scientist,55122
730,31,F,scientist,32114
763,27,M,scientist,2113
867,24,M,scientist,92507
874,36,M,scientist,37076
888,41,M,scientist,17036
918,40,M,scientist,70116
929,44,M,scientist,53711
930,28,F,scientist,7310
94,26,M,student,71457
99,20,M,student,63129
101,15,M,student,5146
103,26,M,student,55108
104,27,M,student,55108
110,19,M,student,77840
117,20,M,student,16125
124,34,M,student,60615
135,23,M,student,38401
139,20,M,student,8904
140,30,F,student,32250
153,25,M,student,60641
154,25,M,student,53703
159,23,F,student,55346
188,42,M,student,29440
193,29,M,student,49931
198,21,F,student,55414
203,25,F,student,32301
206,14,F,student,53115
221,19,M,student,20685
223,19,F,student,47906
226,28,M,student,92103
228,21,F,student,22003
230,28,F,student,14476
241,26,F,student,20001
245,22,M,student,55109
246,19,M,student,28734
248,25,M,student,37235
249,25,M,student,84103
257,17,M,student,77005
258,19,F,student,77801
259,21,M,student,48823
262,19,F,student,78264
270,18,F,student,63119
274,20,F,student,55414
276,21,M,student,95064
281,15,F,student,6059
286,27,M,student,15217
291,19,M,student,44106
301,24,M,student,55439
303,19,M,student,14853
304,22,F,student,71701
307,25,M,student,55454
314,20,F,student,8043
320,19,M,student,24060
322,20,M,student,50613
323,21,M,student,19149
324,21,F,student,2176
327,22,M,student,11101
332,20,M,student,40504
341,17,F,student,44405
347,18,M,student,90210
348,24,F,student,45660
350,32,M,student,97301
355,25,M,student,60135
359,22,M,student,61801
361,22,M,student,44074
363,20,M,student,87501
366,20,F,student,50670
367,17,M,student,37411
368,18,M,student,92113
369,24,M,student,91335
372,25,F,student,66046
377,22,M,student,18015
378,35,M,student,2859
391,23,M,student,84604
393,19,M,student,83686
397,17,M,student,27514
408,23,M,student,61755
416,20,F,student,92626
425,19,M,student,58644
428,28,M,student,55414
429,27,M,student,29205
434,16,F,student,49705
442,22,M,student,85282
451,16,M,student,48446
453,18,M,student,6333
459,22,M,student,29201
461,15,M,student,98102
462,19,F,student,2918
466,22,M,student,90804
471,10,M,student,77459
472,24,M,student,87544
473,29,M,student,94708
476,28,M,student,60440
477,23,F,student,2125
482,18,F,student,40256
484,27,M,student,21208
496,21,F,student,55414
497,20,M,student,50112
501,22,M,student,10025
502,22,M,student,23092
511,22,M,student,21250
517,24,M,student,55454
521,19,M,student,2146
528,18,M,student,55104
532,20,M,student,92705
534,20,M,student,5464
541,19,F,student,84302
542,21,M,student,60515
550,16,F,student,95453
560,32,M,student,10003
565,40,M,student,55422
566,20,M,student,14627
577,36,F,student,77845
580,16,M,student,17961
582,17,M,student,93003
584,25,M,student,27511
586,20,M,student,79508
588,18,F,student,93063
592,18,M,student,97520
609,13,F,student,55106
610,22,M,student,21227
618,15,F,student,44212
619,17,M,student,44134
621,17,M,student,60402
624,19,M,student,30067
631,18,F,student,38866
632,18,M,student,55454
640,20,M,student,61801
641,24,M,student,60626
642,18,F,student,95521
646,17,F,student,51250
649,20,M,student,39762
654,27,F,student,78739
660,26,M,student,77380
674,13,F,student,55337
679,20,F,student,54302
684,28,M,student,55414
700,17,M,student,76309
705,21,F,student,54494
706,23,M,student,55454
710,19,M,student,92020
711,22,F,student,15203
712,22,F,student,54901
725,21,M,student,91711
727,25,M,student,78741
729,19,M,student,56567
742,35,M,student,29210
757,26,M,student,55104
758,27,M,student,53706
759,20,F,student,68503
761,17,M,student,97302
765,31,M,student,33066
770,28,M,student,14216
771,26,M,student,15232
773,20,M,student,55414
774,30,M,student,80027
778,34,M,student,1960
781,20,M,student,48825
787,18,F,student,98620
793,22,M,student,85281
813,14,F,student,2136
817,19,M,student,60152
820,22,M,student,37725
838,23,M,student,1375
847,29,M,student,55417
849,15,F,student,25652
854,29,F,student,55408
861,38,F,student,14085
863,17,M,student,60089
869,30,M,student,10025
870,22,M,student,65203
872,19,F,student,74078
875,24,F,student,35802
880,13,M,student,83702
886,20,M,student,61820
887,14,F,student,27249
890,32,M,student,97301
893,25,M,student,95823
904,17,F,student,61073
913,27,M,student,76201
917,22,F,student,20006
921,20,F,student,98801
928,21,M,student,55408
933,28,M,student,48105
939,26,F,student,33319
941,20,M,student,97229
943,22,M,student,77841
143,42,M,technician,8832
197,55,M,technician,75094
244,28,M,technician,80525
294,34,M,technician,92110
311,32,M,technician,73071
325,48,M,technician,2139
441,50,M,technician,55013
456,24,M,technician,31820
488,48,M,technician,21012
545,27,M,technician,8052
670,30,M,technician,21114
715,21,M,technician,91206
717,24,M,technician,84105
718,42,M,technician,64118
738,35,M,technician,95403
739,35,M,technician,73162
790,27,M,technician,80913
812,22,M,technician,76234
832,24,M,technician,77042
850,34,M,technician,78390
889,24,M,technician,78704
938,38,F,technician,55038
122,32,F,writer,22206
196,49,M,writer,55105
199,30,M,writer,17604
236,44,F,writer,53214
264,36,F,writer,90064
293,24,M,writer,60804
370,52,M,writer,8534
385,36,M,writer,10003
389,44,F,writer,83702
390,42,F,writer,85016
392,52,M,writer,59801
445,21,M,writer,92653
464,60,M,writer,94583
491,43,F,writer,53711
498,26,M,writer,55408
503,50,F,writer,27514
504,40,F,writer,92115
507,18,F,writer,28450
518,49,F,writer,99709
548,51,M,writer,95468
557,30,F,writer,11217
558,56,F,writer,63132
617,27,F,writer,11201
620,18,F,writer,81648
668,29,F,writer,10016
695,26,M,writer,38115
736,48,F,writer,94618
741,25,M,writer,63108
745,42,M,writer,55113
772,50,M,writer,27105
796,32,F,writer,33755
798,40,F,writer,64131
801,22,M,writer,92154
829,48,M,writer,80209
833,34,M,writer,90019
842,40,M,writer,93055
853,49,M,writer,40515
896,28,M,writer,91505
911,37,F,writer,53210
